Smoothness,Curve_Structure_Superior,Curve_Structure_Inferior
-0.3333333333333333,0.0,-0.0
-0.3333333333333333,0.001001001001001001,-0.001001001001001001
-0.3333333333333333,0.002002002002002002,-0.002002002002002002
-0.3333333333333333,0.003003003003003003,-0.003003003003003003
-0.3333333333333333,0.004004004004004004,-0.004004004004004004
-0.3333333333333333,0.005005005005005005,-0.005005005005005005
-0.3333333333333333,0.006006006006006006,-0.006006006006006006
-0.3333333333333333,0.007007007007007007,-0.007007007007007007
-0.3333333333333333,0.008008008008008008,-0.008008008008008008
-0.3333333333333333,0.009009009009009009,-0.009009009009009009
-0.3333333333333333,0.01001001001001001,-0.01001001001001001
-0.3333333333333333,0.011011011011011011,-0.011011011011011011
-0.3333333333333333,0.012012012012012012,-0.012012012012012012
-0.3333333333333333,0.013013013013013013,-0.013013013013013013
-0.3333333333333333,0.014014014014014014,-0.014014014014014014
-0.3333333333333333,0.015015015015015015,-0.015015015015015015
-0.3333333333333333,0.016016016016016016,-0.016016016016016016
-0.3333333333333333,0.017017017017017015,-0.017017017017017015
-0.3333333333333333,0.018018018018018018,-0.018018018018018018
-0.3333333333333333,0.01901901901901902,-0.01901901901901902
-0.3333333333333333,0.02002002002002002,-0.02002002002002002
-0.3333333333333333,0.02102102102102102,-0.02102102102102102
-0.3333333333333333,0.022022022022022022,-0.022022022022022022
-0.3333333333333333,0.023023023023023025,-0.023023023023023025
-0.3333333333333333,0.024024024024024024,-0.024024024024024024
-0.3333333333333333,0.025025025025025023,-0.025025025025025023
-0.3333333333333333,0.026026026026026026,-0.026026026026026026
-0.3333333333333333,0.02702702702702703,-0.02702702702702703
-0.3333333333333333,0.028028028028028028,-0.028028028028028028
-0.3333333333333333,0.029029029029029027,-0.029029029029029027
-0.3333333333333333,0.03003003003003003,-0.03003003003003003
-0.3333333333333333,0.031031031031031032,-0.031031031031031032
-0.3333333333333333,0.03203203203203203,-0.03203203203203203
-0.3333333333333333,0.03303303303303303,-0.03303303303303303
-0.3333333333333333,0.03403403403403403,-0.03403403403403403
-0.3333333333333333,0.035035035035035036,-0.035035035035035036
-0.3333333333333333,0.036036036036036036,-0.036036036036036036
-0.3333333333333333,0.037037037037037035,-0.037037037037037035
-0.3333333333333333,0.03803803803803804,-0.03803803803803804
-0.3333333333333333,0.03903903903903904,-0.03903903903903904
-0.3333333333333333,0.04004004004004004,-0.04004004004004004
-0.3333333333333333,0.04104104104104104,-0.04104104104104104
-0.3333333333333333,0.04204204204204204,-0.04204204204204204
-0.3333333333333333,0.043043043043043044,-0.043043043043043044
-0.3333333333333333,0.044044044044044044,-0.044044044044044044
-0.3333333333333333,0.04504504504504504,-0.04504504504504504
-0.3333333333333333,0.04604604604604605,-0.04604604604604605
-0.3333333333333333,0.04704704704704705,-0.04704704704704705
-0.3333333333333333,0.04804804804804805,-0.04804804804804805
-0.3333333333333333,0.04904904904904905,-0.04904904904904905
-0.3333333333333333,0.050050050050050046,-0.050050050050050046
-0.3333333333333333,0.05105105105105105,-0.05105105105105105
-0.3333333333333333,0.05205205205205205,-0.05205205205205205
-0.3333333333333333,0.05305305305305305,-0.05305305305305305
-0.3333333333333333,0.05405405405405406,-0.05405405405405406
-0.3333333333333333,0.055055055055055056,-0.055055055055055056
-0.3333333333333333,0.056056056056056056,-0.056056056056056056
-0.3333333333333333,0.057057057057057055,-0.057057057057057055
-0.3333333333333333,0.058058058058058054,-0.058058058058058054
-0.3333333333333333,0.05905905905905906,-0.05905905905905906
-0.3333333333333333,0.06006006006006006,-0.06006006006006006
-0.3333333333333333,0.06106106106106106,-0.06106106106106106
-0.3333333333333333,0.062062062062062065,-0.062062062062062065
-0.3333333333333333,0.06306306306306306,-0.06306306306306306
-0.3333333333333333,0.06406406406406406,-0.06406406406406406
-0.3333333333333333,0.06506506506506507,-0.06506506506506507
-0.3333333333333333,0.06606606606606606,-0.06606606606606606
-0.3333333333333333,0.06706706706706707,-0.06706706706706707
-0.3333333333333333,0.06806806806806806,-0.06806806806806806
-0.3333333333333333,0.06906906906906907,-0.06906906906906907
-0.3333333333333333,0.07007007007007007,-0.07007007007007007
-0.3333333333333333,0.07107107107107107,-0.07107107107107107
-0.3333333333333333,0.07207207207207207,-0.07207207207207207
-0.3333333333333333,0.07307307307307308,-0.07307307307307308
-0.3333333333333333,0.07407407407407407,-0.07407407407407407
-0.3333333333333333,0.07507507507507508,-0.07507507507507508
-0.3333333333333333,0.07607607607607608,-0.07607607607607608
-0.3333333333333333,0.07707707707707707,-0.07707707707707707
-0.3333333333333333,0.07807807807807808,-0.07807807807807808
-0.3333333333333333,0.07907907907907907,-0.07907907907907907
-0.3333333333333333,0.08008008008008008,-0.08008008008008008
-0.3333333333333333,0.08108108108108109,-0.08108108108108109
-0.3333333333333333,0.08208208208208208,-0.08208208208208208
-0.3333333333333333,0.08308308308308308,-0.08308308308308308
-0.3333333333333333,0.08408408408408408,-0.08408408408408408
-0.3333333333333333,0.08508508508508508,-0.08508508508508508
-0.3333333333333333,0.08608608608608609,-0.08608608608608609
-0.3333333333333333,0.08708708708708708,-0.08708708708708708
-0.3333333333333333,0.08808808808808809,-0.08808808808808809
-0.3333333333333333,0.0890890890890891,-0.0890890890890891
-0.3333333333333333,0.09009009009009009,-0.09009009009009009
-0.3333333333333333,0.09109109109109109,-0.09109109109109109
-0.3333333333333333,0.0920920920920921,-0.0920920920920921
-0.3333333333333333,0.09309309309309309,-0.09309309309309309
-0.3333333333333333,0.0940940940940941,-0.0940940940940941
-0.3333333333333333,0.09509509509509509,-0.09509509509509509
-0.3333333333333333,0.0960960960960961,-0.0960960960960961
-0.3333333333333333,0.0970970970970971,-0.0970970970970971
-0.3333333333333333,0.0980980980980981,-0.0980980980980981
-0.3333333333333333,0.0990990990990991,-0.0990990990990991
-0.3333333333333333,0.10010010010010009,-0.10010010010010009
-0.3333333333333333,0.1011011011011011,-0.1011011011011011
-0.3333333333333333,0.1021021021021021,-0.1021021021021021
-0.3333333333333333,0.1031031031031031,-0.1031031031031031
-0.3333333333333333,0.1041041041041041,-0.1041041041041041
-0.3333333333333333,0.10510510510510511,-0.10510510510510511
-0.3333333333333333,0.1061061061061061,-0.1061061061061061
-0.3333333333333333,0.10710710710710711,-0.10710710710710711
-0.3333333333333333,0.10810810810810811,-0.10810810810810811
-0.3333333333333333,0.1091091091091091,-0.1091091091091091
-0.3333333333333333,0.11011011011011011,-0.11011011011011011
-0.3333333333333333,0.1111111111111111,-0.1111111111111111
-0.3333333333333333,0.11211211211211211,-0.11211211211211211
-0.3333333333333333,0.11311311311311312,-0.11311311311311312
-0.3333333333333333,0.11411411411411411,-0.11411411411411411
-0.3333333333333333,0.11511511511511512,-0.11511511511511512
-0.3333333333333333,0.11611611611611611,-0.11611611611611611
-0.3333333333333333,0.11711711711711711,-0.11711711711711711
-0.3333333333333333,0.11811811811811812,-0.11811811811811812
-0.3333333333333333,0.11911911911911911,-0.11911911911911911
-0.3333333333333333,0.12012012012012012,-0.12012012012012012
-0.3333333333333333,0.12112112112112113,-0.12112112112112113
-0.3333333333333333,0.12212212212212212,-0.12212212212212212
-0.3333333333333333,0.12312312312312312,-0.12312312312312312
-0.3333333333333333,0.12412412412412413,-0.12412412412412413
-0.3333333333333333,0.12512512512512514,-0.12512512512512514
-0.3333333333333333,0.12612612612612611,-0.12612612612612611
-0.3333333333333333,0.12712712712712712,-0.12712712712712712
-0.3333333333333333,0.12812812812812813,-0.12812812812812813
-0.3333333333333333,0.12912912912912913,-0.12912912912912913
-0.3333333333333333,0.13013013013013014,-0.13013013013013014
-0.3333333333333333,0.13113113113113112,-0.13113113113113112
-0.3333333333333333,0.13213213213213212,-0.13213213213213212
-0.3333333333333333,0.13313313313313313,-0.13313313313313313
-0.3333333333333333,0.13413413413413414,-0.13413413413413414
-0.3333333333333333,0.13513513513513514,-0.13513513513513514
-0.3333333333333333,0.13613613613613612,-0.13613613613613612
-0.3333333333333333,0.13713713713713713,-0.13713713713713713
-0.3333333333333333,0.13813813813813813,-0.13813813813813813
-0.3333333333333333,0.13913913913913914,-0.13913913913913914
-0.3333333333333333,0.14014014014014015,-0.14014014014014015
-0.3333333333333333,0.14114114114114115,-0.14114114114114115
-0.3333333333333333,0.14214214214214213,-0.14214214214214213
-0.3333333333333333,0.14314314314314314,-0.14314314314314314
-0.3333333333333333,0.14414414414414414,-0.14414414414414414
-0.3333333333333333,0.14514514514514515,-0.14514514514514515
-0.3333333333333333,0.14614614614614616,-0.14614614614614616
-0.3333333333333333,0.14714714714714713,-0.14714714714714713
-0.3333333333333333,0.14814814814814814,-0.14814814814814814
-0.3333333333333333,0.14914914914914915,-0.14914914914914915
-0.3333333333333333,0.15015015015015015,-0.15015015015015015
-0.3333333333333333,0.15115115115115116,-0.15115115115115116
-0.3333333333333333,0.15215215215215216,-0.15215215215215216
-0.3333333333333333,0.15315315315315314,-0.15315315315315314
-0.3333333333333333,0.15415415415415415,-0.15415415415415415
-0.3333333333333333,0.15515515515515516,-0.15515515515515516
-0.3333333333333333,0.15615615615615616,-0.15615615615615616
-0.3333333333333333,0.15715715715715717,-0.15715715715715717
-0.3333333333333333,0.15815815815815815,-0.15815815815815815
-0.3333333333333333,0.15915915915915915,-0.15915915915915915
-0.3333333333333333,0.16016016016016016,-0.16016016016016016
-0.3333333333333333,0.16116116116116116,-0.16116116116116116
-0.3333333333333333,0.16216216216216217,-0.16216216216216217
-0.3333333333333333,0.16316316316316315,-0.16316316316316315
-0.3333333333333333,0.16416416416416416,-0.16416416416416416
-0.3333333333333333,0.16516516516516516,-0.16516516516516516
-0.3333333333333333,0.16616616616616617,-0.16616616616616617
-0.3333333333333333,0.16716716716716717,-0.16716716716716717
-0.3333333333333333,0.16816816816816815,-0.16816816816816815
-0.3333333333333333,0.16916916916916916,-0.16916916916916916
-0.3333333333333333,0.17017017017017017,-0.17017017017017017
-0.3333333333333333,0.17117117117117117,-0.17117117117117117
-0.3333333333333333,0.17217217217217218,-0.17217217217217218
-0.3333333333333333,0.17317317317317318,-0.17317317317317318
-0.3333333333333333,0.17417417417417416,-0.17417417417417416
-0.3333333333333333,0.17517517517517517,-0.17517517517517517
-0.3333333333333333,0.17617617617617617,-0.17617617617617617
-0.3333333333333333,0.17717717717717718,-0.17717717717717718
-0.3333333333333333,0.1781781781781782,-0.1781781781781782
-0.3333333333333333,0.17917917917917917,-0.17917917917917917
-0.3333333333333333,0.18018018018018017,-0.18018018018018017
-0.3333333333333333,0.18118118118118118,-0.18118118118118118
-0.3333333333333333,0.18218218218218218,-0.18218218218218218
-0.3333333333333333,0.1831831831831832,-0.1831831831831832
-0.3333333333333333,0.1841841841841842,-0.1841841841841842
-0.3333333333333333,0.18518518518518517,-0.18518518518518517
-0.3333333333333333,0.18618618618618618,-0.18618618618618618
-0.3333333333333333,0.1871871871871872,-0.1871871871871872
-0.3333333333333333,0.1881881881881882,-0.1881881881881882
-0.3333333333333333,0.1891891891891892,-0.1891891891891892
-0.3333333333333333,0.19019019019019018,-0.19019019019019018
-0.3333333333333333,0.19119119119119118,-0.19119119119119118
-0.3333333333333333,0.1921921921921922,-0.1921921921921922
-0.3333333333333333,0.1931931931931932,-0.1931931931931932
-0.3333333333333333,0.1941941941941942,-0.1941941941941942
-0.3333333333333333,0.19519519519519518,-0.19519519519519518
-0.3333333333333333,0.1961961961961962,-0.1961961961961962
-0.3333333333333333,0.1971971971971972,-0.1971971971971972
-0.3333333333333333,0.1981981981981982,-0.1981981981981982
-0.3333333333333333,0.1991991991991992,-0.1991991991991992
-0.3333333333333333,0.20020020020020018,-0.20020020020020018
-0.3333333333333333,0.2012012012012012,-0.2012012012012012
-0.3333333333333333,0.2022022022022022,-0.2022022022022022
-0.3333333333333333,0.2032032032032032,-0.2032032032032032
-0.3333333333333333,0.2042042042042042,-0.2042042042042042
-0.3333333333333333,0.20520520520520522,-0.20520520520520522
-0.3333333333333333,0.2062062062062062,-0.2062062062062062
-0.3333333333333333,0.2072072072072072,-0.2072072072072072
-0.3333333333333333,0.2082082082082082,-0.2082082082082082
-0.3333333333333333,0.2092092092092092,-0.2092092092092092
-0.3333333333333333,0.21021021021021022,-0.21021021021021022
-0.3333333333333333,0.2112112112112112,-0.2112112112112112
-0.3333333333333333,0.2122122122122122,-0.2122122122122122
-0.3333333333333333,0.2132132132132132,-0.2132132132132132
-0.3333333333333333,0.21421421421421422,-0.21421421421421422
-0.3333333333333333,0.21521521521521522,-0.21521521521521522
-0.3333333333333333,0.21621621621621623,-0.21621621621621623
-0.3333333333333333,0.2172172172172172,-0.2172172172172172
-0.3333333333333333,0.2182182182182182,-0.2182182182182182
-0.3333333333333333,0.21921921921921922,-0.21921921921921922
-0.3333333333333333,0.22022022022022023,-0.22022022022022023
-0.3333333333333333,0.22122122122122123,-0.22122122122122123
-0.3333333333333333,0.2222222222222222,-0.2222222222222222
-0.3333333333333333,0.22322322322322322,-0.22322322322322322
-0.3333333333333333,0.22422422422422422,-0.22422422422422422
-0.3333333333333333,0.22522522522522523,-0.22522522522522523
-0.3333333333333333,0.22622622622622623,-0.22622622622622623
-0.3333333333333333,0.2272272272272272,-0.2272272272272272
-0.3333333333333333,0.22822822822822822,-0.22822822822822822
-0.3333333333333333,0.22922922922922923,-0.22922922922922923
-0.3333333333333333,0.23023023023023023,-0.23023023023023023
-0.3333333333333333,0.23123123123123124,-0.23123123123123124
-0.3333333333333333,0.23223223223223222,-0.23223223223223222
-0.3333333333333333,0.23323323323323322,-0.23323323323323322
-0.3333333333333333,0.23423423423423423,-0.23423423423423423
-0.3333333333333333,0.23523523523523523,-0.23523523523523523
-0.3333333333333333,0.23623623623623624,-0.23623623623623624
-0.3333333333333333,0.23723723723723725,-0.23723723723723725
-0.3333333333333333,0.23823823823823823,-0.23823823823823823
-0.3333333333333333,0.23923923923923923,-0.23923923923923923
-0.3333333333333333,0.24024024024024024,-0.24024024024024024
-0.3333333333333333,0.24124124124124124,-0.24124124124124124
-0.3333333333333333,0.24224224224224225,-0.24224224224224225
-0.3333333333333333,0.24324324324324323,-0.24324324324324323
-0.3333333333333333,0.24424424424424424,-0.24424424424424424
-0.3333333333333333,0.24524524524524524,-0.24524524524524524
-0.3333333333333333,0.24624624624624625,-0.24624624624624625
-0.3333333333333333,0.24724724724724725,-0.24724724724724725
-0.3333333333333333,0.24824824824824826,-0.24824824824824826
-0.3333333333333333,0.24924924924924924,-0.24924924924924924
-0.3333333333333333,0.2502502502502503,-0.2502502502502503
-0.3333333333333333,0.25125125125125125,-0.25125125125125125
-0.3333333333333333,0.25225225225225223,-0.25225225225225223
-0.3333333333333333,0.25325325325325326,-0.25325325325325326
-0.3333333333333333,0.25425425425425424,-0.25425425425425424
-0.3333333333333333,0.2552552552552553,-0.2552552552552553
-0.3333333333333333,0.25625625625625625,-0.25625625625625625
-0.3333333333333333,0.25725725725725723,-0.25725725725725723
-0.3333333333333333,0.25825825825825827,-0.25825825825825827
-0.3333333333333333,0.25925925925925924,-0.25925925925925924
-0.3333333333333333,0.2602602602602603,-0.2602602602602603
-0.3333333333333333,0.26126126126126126,-0.26126126126126126
-0.3333333333333333,0.26226226226226224,-0.26226226226226224
-0.3333333333333333,0.26326326326326327,-0.26326326326326327
-0.3333333333333333,0.26426426426426425,-0.26426426426426425
-0.3333333333333333,0.2652652652652653,-0.2652652652652653
-0.3333333333333333,0.26626626626626626,-0.26626626626626626
-0.3333333333333333,0.26726726726726724,-0.26726726726726724
-0.3333333333333333,0.2682682682682683,-0.2682682682682683
-0.3333333333333333,0.26926926926926925,-0.26926926926926925
-0.3333333333333333,0.2702702702702703,-0.2702702702702703
-0.3333333333333333,0.27127127127127126,-0.27127127127127126
-0.3333333333333333,0.27227227227227224,-0.27227227227227224
-0.3333333333333333,0.2732732732732733,-0.2732732732732733
-0.3333333333333333,0.27427427427427425,-0.27427427427427425
